Id,SalePrice
1699,355711.22
1700,240944.11
1701,274528.94
1702,262029.67
1703,265266.9
1704,275129.03
1705,221203.61
1706,420275.9
1707,209755.89
1708,209392.19
1709,255091.22
1710,212344.02
1711,234085.19
1712,319582.28
1713,261359.64
1714,223515.92
1715,196553.77
1716,175489.34
1717,169009.17
1718,155865.17
1719,205162.36
1720,198909.69
1721,168820.58
1722,149765.61
1723,148193.02
1724,195797.86
1725,235457.95
1726,189743.58
1727,173112.86
1728,173506.3
1729,150703.06
1730,156198.25
1731,128990.78
1732,120642.5
1733,119983.09
1734,129801.11
1735,130202.86
1736,116233.74
1737,241526.7
1738,232105.61
1739,360684.75
1740,259391.92
1741,186852.86
1742,166174.14
1743,168282.64
1744,247512.8
1745,234165.52
1746,248137.2
1747,208041.58
1748,274650.47
1749,161821.12
1750,130631.42
1751,277355.66
1752,120526.14
1753,155510.61
1754,187956.52
1755,163058.34
1756,124500.2
1757,122110.234
1758,143909.48
1759,158398.17
1760,160378.97
1761,151431.83
1762,190303.14
1763,176498.4
1764,127409.41
1765,181471.89
1766,187738.77
1767,217175.89
1768,146761.38
1769,167434.27
1770,143436.83
1771,127525.31
1772,154270.77
1773,135589.73
1774,174716.06
1775,139683.92
1776,143340.25
1777,109948.484
1778,141346.31
1779,139970.88
1780,153427.98
1781,139111.1
1782,96611.29
1783,135259.95
1784,105099.16
1785,125252.22
1786,137292.83
1787,154258.34
1788,60455.453
1789,93309.89
1790,93868.445
1791,159836.83
1792,167275.7
1793,133835.23
1794,139454.89
1795,140079.77
1796,143779.95
1797,109876.86
1798,128735.8
1799,107790.08
1800,138794.39
1801,128882.125
1802,128407.85
1803,153450.48
1804,134440.69
1805,135287.98
1806,120843.695
1807,141001.39
1808,118698.58
1809,138091.9
1810,140551.92
1811,94587.95
1812,115402.09
1813,121351.695
1814,90860.33
1815,59882.527
1816,112160.945
1817,122771.555
1818,149064.73
1819,108302.85
1820,72391.07
1821,110239.36
1822,149008.7
1823,67195.51
1824,133779.84
1825,135318.92
1826,103597.17
1827,110892.18
1828,136923.33
1829,114727.05
1830,150588.23
1831,131456.55
1832,78977.05
1833,148758.2
1834,124806.64
1835,98103.516
1836,125244.97
1837,111634.984
1838,124504.94
1839,100610.06
1840,138477.11
1841,138616.73
1842,91318.875
1843,138464.9
1844,144421.27
1845,144349.2
1846,152317.03
1847,230851.33
1848,67398.02
1849,152006.19
1850,126992.17
1851,155650.8
1852,127219.36
1853,123072.19
1854,163987.39
1855,152903.03
1856,209674.6
1857,186844.23
1858,127057.05
1859,126355.91
1860,151593.23
1861,125359.45
1862,287970.9
1863,262230.97
1864,262378.25
1865,313295.16
1866,283236.78
1867,212825.45
1868,296876.94
1869,187069.67
1870,187192.27
1871,214682.64
1872,173714.14
1873,231796.56
1874,151522.62
1875,190667.11
1876,193070.89
1877,194788.5
1878,204096.33
1879,124646.47
1880,124463.766
1881,225326.2
1882,261676.11
1883,194592.02
1884,214457.31
1885,224137.27
1886,294643.66
1887,194250.33
1888,239111.7
1889,174534.52
1890,125509.92
1891,134034.94
1892,106491.86
1893,148130.12
1894,132083.08
1895,152423.88
1896,129432.95
1897,115660.4
1898,126911.66
1899,156857.36
1900,148886.8
1901,175540.11
1902,171238.25
1903,199123.78
1904,140614.53
1905,187335.4
1906,144535.4
1907,236265.52
1908,106660.1
1909,119429.375
1910,119684.77
1911,206011.47
1912,322891.16
1913,136481.47
1914,72973.37
1915,231735.0
1916,94226.234
1917,234104.89
1918,148176.08
1919,178202.48
1920,155101.42
1921,340715.9
1922,266114.3
1923,254272.11
1924,214928.23
1925,212601.7
1926,368882.53
1927,134499.64
1928,168377.2
1929,129558.11
1930,155783.19
1931,140067.55
1932,142314.5
1933,194611.12
1934,170826.95
1935,166578.39
1936,173023.98
1937,187051.78
1938,173616.69
1939,274450.3
1940,199751.97
1941,166883.61
1942,178690.89
1943,226203.39
1944,317768.97
1945,393903.34
1946,138408.34
1947,300016.34
1948,193180.88
1949,230073.61
1950,167097.77
1951,286739.97
1952,227774.77
1953,156411.58
1954,194571.14
1955,135318.3
1956,343892.53
1957,161750.52
1958,292547.47
1959,153784.83
1960,120528.92
1961,116168.53
1962,90734.38
1963,105224.27
1964,110227.59
1965,136327.8
1966,126813.69
1967,273856.06
1968,380167.5
1969,381717.97
1970,396646.4
1971,456288.1
1972,334005.4
1973,254478.6
1974,288591.7
1975,502142.62
1976,250626.2
1977,359211.03
1978,394673.9
1979,366875.1
1980,210375.7
1981,355946.28
1982,201078.03
1983,201025.39
1984,171547.52
1985,202396.06
1986,212608.58
1987,175061.98
1988,175146.94
1989,193437.33
1990,211578.11
1991,218894.58
1992,201668.97
1993,168780.64
1994,243390.05
1995,181276.55
1996,250799.7
1997,313504.28
1998,339868.78
1999,247479.0
2000,310858.94
2001,244466.75
2002,220288.94
2003,255055.81
2004,253986.98
2005,206085.16
2006,214932.33
2007,267101.78
2008,198495.3
2009,190895.8
2010,194921.58
2011,156620.67
2012,166435.3
2013,178831.05
2014,184904.97
2015,184751.67
2016,182971.89
2017,187296.7
2018,134426.45
2019,128442.945
2020,110067.03
2021,104340.48
2022,182330.05
2023,137424.36
2024,352526.97
2025,366610.7
2026,177400.45
2027,153968.12
2028,156136.2
2029,152967.08
2030,255497.7
2031,202143.9
2032,210086.77
2033,226391.7
2034,155977.69
2035,203060.67
2036,176301.19
2037,177158.22
2038,353453.4
2039,214494.3
2040,300315.28
2041,290448.1
2042,215497.36
2043,179594.44
2044,183805.2
2045,195388.4
2046,153121.78
2047,144911.06
2048,140151.98
2049,140445.17
2050,162264.8
2051,128223.58
2052,132429.58
2053,146361.52
2054,92238.77
2055,135952.39
2056,153578.3
2057,127068.34
2058,224098.73
2059,146874.56
2060,173299.06
2061,182156.8
2062,134748.11
2063,123054.375
2064,138229.83
2065,118233.87
2066,182241.77
2067,160603.56
2068,144765.92
2069,89878.25
2070,105981.875
2071,99152.516
2072,129983.13
2073,138283.83
2074,150521.17
2075,142586.14
2076,111517.91
2077,146669.38
2078,125389.305
2079,127090.85
2080,119305.73
2081,118363.58
2082,102196.875
2083,143386.58
2084,113203.95
2085,132646.02
2086,116439.25
2087,119940.21
2088,102131.484
2089,84320.11
2090,125541.45
2091,104252.766
2092,136356.17
2093,113536.375
2094,121067.71
2095,124674.41
2096,86860.234
2097,91667.91
2098,133729.39
2099,57773.37
2100,96886.97
2101,107958.64
2102,125367.94
2103,98282.57
2104,162849.2
2105,140811.39
2106,78586.99
2107,189182.48
2108,117859.26
2109,128551.83
2110,146923.45
2111,142924.83
2112,132525.95
2113,112425.56
2114,128784.72
2115,157134.19
2116,119995.14
2117,141923.62
2118,133613.39
2119,121688.586
2120,106823.49
2121,105641.164
2122,120479.03
2123,100334.95
2124,149182.95
2125,120050.91
2126,158616.31
2127,165949.92
2128,131690.62
2129,94699.89
2130,138533.1
2131,155122.16
2132,113892.125
2133,126810.92
2134,119497.55
2135,92795.92
2136,100697.61
2137,120287.81
2138,132670.05
2139,146193.88
2140,134329.58
2141,160088.52
2142,136429.64
2143,157504.45
2144,132832.14
2145,132724.39
2146,157815.25
2147,159620.8
2148,122087.55
2149,140680.19
2150,184172.97
2151,105291.05
2152,169241.36
2153,210823.72
2154,112448.03
2155,141886.83
2156,326181.1
2157,226711.28
2158,254791.8
2159,220078.28
2160,180576.97
2161,234626.34
2162,363451.72
2163,330876.28
2164,208753.86
2165,191049.27
2166,149384.36
2167,191922.78
2168,190587.77
2169,190893.22
2170,157807.23
2171,157332.33
2172,136206.86
2173,210016.2
2174,246600.89
2175,265023.53
2176,312772.1
2177,262366.7
2178,212238.7
2179,140907.28
2180,198393.58
2181,189938.39
2182,203446.34
2183,184826.48
2184,129918.08
2185,137046.95
2186,135232.0
2187,149290.34
2188,142897.17
2189,134446.77
2190,81934.945
2191,79715.1
2192,99865.83
2193,109629.55
2194,116191.11
2195,120558.12
2196,119165.31
2197,109236.016
2198,160936.86
2199,161299.67
2200,142309.42
2201,135730.9
2202,172262.89
2203,159835.39
2204,187448.14
2205,132241.67
2206,147940.31
2207,197527.77
2208,225400.61
2209,213216.55
2210,109366.75
2211,109494.484
2212,112944.18
2213,109119.75
2214,160896.55
2215,113983.266
2216,147483.3
2217,74862.64
2218,105757.28
2219,81489.016
2220,88951.84
2221,231726.31
2222,256603.67
2223,227802.52
2224,199865.44
2225,149283.66
2226,182184.16
2227,187798.27
2228,221394.72
2229,246168.56
2230,159804.55
2231,205468.17
2232,191797.83
2233,172645.11
2234,212445.02
2235,225671.48
2236,273206.34
2237,318083.75
2238,172890.3
2239,138642.14
2240,153288.97
2241,158845.11
2242,122693.31
2243,130678.54
2244,90203.58
2245,75720.31
2246,131508.02
2247,103757.38
2248,128558.03
2249,117074.06
2250,121098.83
2251,194945.11
2252,159315.02
2253,154276.34
2254,181470.33
2255,171394.69
2256,175612.89
2257,209583.86
2258,158163.7
2259,174917.3
2260,145342.64
2261,180449.02
2262,215930.5
2263,317185.34
2264,405216.78
2265,176782.14
2266,257990.25
2267,396759.28
2268,400709.72
2269,147219.39
2270,180228.86
2271,174349.3
2272,178517.67
2273,153726.92
2274,175826.73
2275,154807.84
2276,174361.89
2277,168729.22
2278,157609.92
2279,127789.28
2280,124222.99
2281,174145.53
2282,188510.8
2283,101383.91
2284,114952.055
2285,128352.58
2286,123417.23
2287,363395.16
2288,294308.03
2289,406798.5
2290,476343.28
2291,335984.84
2292,416470.16
2293,496293.4
2294,419461.9
2295,515600.22
2296,336049.53
2297,284967.72
2298,363688.53
2299,394392.6
2300,318734.34
2301,260287.72
2302,240898.0
2303,281768.22
2304,249310.11
2305,192744.45
2306,186253.02
2307,202176.14
2308,226714.55
2309,278082.66
2310,209474.55
2311,191422.75
2312,167868.64
2313,176831.86
2314,170655.84
2315,182799.25
2316,206344.39
2317,193140.48
2318,180385.61
2319,177474.3
2320,180104.95
2321,217969.83
2322,176645.3
2323,173194.11
2324,162433.22
2325,222275.44
2326,167174.75
2327,207773.33
2328,212266.53
2329,179352.22
2330,181989.8
2331,368712.72
2332,385594.03
2333,330682.1
2334,265917.47
2335,266617.75
2336,299023.78
2337,208064.02
2338,251934.86
2339,222050.11
2340,417658.06
2341,244356.14
2342,222935.11
2343,218129.77
2344,228995.7
2345,237628.61
2346,204948.55
2347,206290.92
2348,230721.23
2349,182827.52
2350,266309.16
2351,272924.75
2352,278474.1
2353,283975.12
2354,159486.58
2355,166283.3
2356,149696.97
2357,189889.33
2358,204635.77
2359,150614.7
2360,121233.76
2361,136408.16
2362,294365.66
2363,134240.86
2364,139830.25
2365,197304.11
2366,180104.19
2367,230294.33
2368,197017.33
2369,248014.62
2370,154606.28
2371,163393.12
2372,202060.73
2373,272232.06
2374,302958.2
2375,265271.7
2376,360817.94
2377,359723.2
2378,153106.61
2379,185101.81
2380,156972.61
2381,171680.08
2382,199916.6
2383,208477.27
2384,236332.31
2385,149358.94
2386,138838.95
2387,136845.89
2388,117829.72
2389,134491.6
2390,148852.34
2391,138955.89
2392,119833.734
2393,157270.72
2394,138928.92
2395,197322.16
2396,156358.5
2397,181183.64
2398,139461.83
2399,58019.387
2400,61446.1
2401,102636.17
2402,151246.92
2403,140629.64
2404,167354.48
2405,160531.58
2406,132864.08
2407,126928.3
2408,140255.89
2409,138977.64
2410,167464.9
2411,120693.22
2412,163940.31
2413,139631.28
2414,151315.98
2415,141010.17
2416,122631.68
2417,132415.08
2418,127166.17
2419,135543.47
2420,125056.31
2421,175432.8
2422,121178.75
2423,127316.414
2424,156868.02
2425,308293.56
2426,115178.01
2427,142547.84
2428,163355.98
2429,114874.02
2430,128069.055
2431,122606.51
2432,136193.55
2433,151400.52
2434,139286.7
2435,147331.77
2436,108838.33
2437,114745.45
2438,126379.9
2439,108579.35
2440,108274.89
2441,73536.42
2442,89893.74
2443,137626.1
2444,116992.06
2445,85571.45
2446,142284.72
2447,168486.92
2448,133196.14
2449,108162.12
2450,136040.55
2451,124821.01
2452,206850.05
2453,119248.11
2454,156726.58
2455,133971.47
2456,129870.61
2457,120107.54
2458,135977.23
2459,118134.8
2460,135756.78
2461,125215.625
2462,139614.28
2463,118572.18
2464,187241.64
2465,132554.16
2466,121200.26
2467,115435.61
2468,83216.7
2469,73689.72
2470,167517.48
2471,200816.2
2472,174701.48
2473,97011.16
2474,67335.75
2475,220106.9
2476,100025.5
2477,142134.3
2478,171716.05
2479,113331.78
2480,149461.73
2481,133216.75
2482,123990.89
2483,118242.45
2484,126513.72
2485,127659.94
2486,153310.56
2487,161856.33
2488,147735.14
2489,154095.17
2490,142578.52
2491,106345.14
2492,194154.89
2493,152171.7
2494,146949.86
2495,112197.28
2496,301565.8
2497,150807.36
2498,108533.67
2499,98720.08
2500,129857.945
2501,136530.4
2502,128394.43
2503,68131.34
2504,239491.36
2505,213064.25
2506,262064.08
2507,377689.97
2508,264555.75
2509,209674.77
2510,206966.64
2511,179923.08
2512,208165.8
2513,203573.8
2514,278125.38
2515,147463.27
2516,161260.17
2517,151952.17
2518,161336.98
2519,235623.98
2520,216228.86
2521,196826.39
2522,210991.98
2523,117268.766
2524,141629.39
2525,139532.44
2526,138395.1
2527,124546.195
2528,125064.96
2529,125089.36
2530,131039.66
2531,231932.02
2532,220560.83
2533,196287.36
2534,232528.98
2535,328224.6
2536,250275.2
2537,231545.27
2538,180902.95
2539,176025.05
2540,187642.72
2541,178989.62
2542,175217.61
2543,128233.45
2544,118109.08
2545,121862.7
2546,134072.0
2547,131843.83
2548,154509.33
2549,146697.3
2550,62126.65
2551,143847.08
2552,125135.53
2553,92097.22
2554,95189.08
2555,100628.98
2556,98005.36
2557,103534.84
2558,186300.66
2559,156391.11
2560,130818.35
2561,115653.055
2562,136796.67
2563,136424.03
2564,171000.64
2565,178634.31
2566,164131.27
2567,139177.77
2568,207234.7
2569,192384.7
2570,109379.94
2571,210618.11
2572,143186.8
2573,198164.33
2574,365992.9
2575,111448.84
2576,137789.17
2577,160484.7
2578,82876.28
2579,85801.42
2580,120671.04
2581,97530.164
2582,126347.555
2583,282127.38
2584,171036.66
2585,184772.7
2586,211287.42
2587,182965.55
2588,140514.98
2589,148270.05
2590,193035.08
2591,264493.16
2592,269260.5
2593,259602.02
2594,168232.83
2595,193748.36
2596,322848.12
2597,195531.11
2598,280331.34
2599,346262.56
2600,245637.3
2601,152682.06
2602,79701.484
2603,76606.44
2604,88795.984
2605,86452.484
2606,153384.11
2607,172168.61
2608,244493.7
2609,170248.2
2610,124993.3
2611,159059.42
2612,159491.36
2613,124460.47
2614,123958.83
2615,158796.48
2616,150853.14
2617,160772.67
2618,209034.8
2619,189457.92
2620,172001.08
2621,186554.44
2622,193211.08
2623,253102.02
2624,352016.94
2625,395689.25
2626,165007.58
2627,155981.67
2628,438958.66
2629,528033.6
2630,341316.84
2631,483067.78
2632,423307.03
2633,305263.1
2634,388760.47
2635,157779.6
2636,180314.23
2637,165888.64
2638,282881.53
2639,172051.62
2640,149101.45
2641,111967.23
2642,196214.83
2643,101348.97
2644,124615.13
2645,101390.28
2646,88802.05
2647,105785.58
2648,157930.77
2649,148172.19
2650,126781.54
2651,141952.14
2652,397237.16
2653,249382.27
2654,288340.94
2655,352912.78
2656,299863.1
2657,368022.84
2658,311546.88
2659,288950.47
2660,362243.16
2661,365615.3
2662,339287.1
2663,281962.62
2664,264852.66
2665,315366.9
2666,306394.88
2667,173638.39
2668,176942.92
2669,185185.36
2670,268895.7
2671,182760.7
2672,182070.23
2673,193412.33
2674,203238.05
2675,162512.02
2676,186652.05
2677,189790.58
2678,266516.72
2679,235946.61
2680,254365.83
2681,361179.5
2682,330981.03
2683,457532.06
2684,299101.2
2685,374807.12
2686,267593.9
2687,286583.56
2688,225239.8
2689,198924.02
2690,430455.38
2691,199076.23
2692,157305.17
2693,193581.02
2694,160208.53
2695,188411.7
2696,178679.48
2697,191464.3
2698,178030.02
2699,177578.86
2700,166436.92
2701,146946.27
2702,124609.55
2703,132734.72
2704,153033.6
2705,123290.22
2706,118661.734
2707,133335.45
2708,135206.16
2709,112760.984
2710,126890.0
2711,366884.12
2712,387305.4
2713,177990.42
2714,148042.45
2715,167009.73
2716,150722.8
2717,221105.31
2718,235041.23
2719,157712.86
2720,170728.7
2721,128507.52
2722,159497.73
2723,128021.06
2724,129126.984
2725,136380.42
2726,151494.28
2727,182395.98
2728,182223.14
2729,145231.64
2730,151094.55
2731,127042.336
2732,144403.83
2733,156725.94
2734,187579.7
2735,143181.12
2736,163224.39
2737,120112.195
2738,143299.3
2739,158202.31
2740,133697.78
2741,142222.33
2742,159657.5
2743,168221.38
2744,152360.42
2745,135510.3
2746,143398.89
2747,160150.7
2748,144318.03
2749,147081.23
2750,130235.69
2751,125842.89
2752,188305.2
2753,152042.77
2754,197677.23
2755,134560.55
2756,103940.03
2757,76394.26
2758,83438.086
2759,150377.42
2760,130393.8
2761,152385.52
2762,154070.48
2763,170687.62
2764,171900.48
2765,275086.22
2766,147354.06
2767,91892.72
2768,140177.19
2769,141159.38
2770,126268.28
2771,108016.92
2772,130858.234
2773,183685.58
2774,140988.73
2775,100604.02
2776,129063.734
2777,133519.23
2778,86529.88
2779,123718.02
2780,104904.06
2781,94080.164
2782,118069.2
2783,118562.34
2784,120106.32
2785,138011.92
2786,68023.555
2787,122411.44
2788,95649.086
2789,151299.3
2790,102695.47
2791,110600.95
2792,59635.75
2793,154180.27
2794,107184.59
2795,118550.414
2796,107741.016
2797,175651.69
2798,127092.414
2799,117926.42
2800,87371.47
2801,103834.625
2802,123986.336
2803,151217.4
2804,142011.77
2805,108635.39
2806,96334.78
2807,147929.1
2808,143378.64
2809,132946.52
2810,128246.39
2811,167402.64
2812,152312.08
2813,155288.58
2814,159480.66
2815,108625.78
2816,196230.23
2817,147327.3
2818,129346.84
2819,170782.67
2820,152517.73
2821,108197.19
2822,181709.58
2823,318511.1
2824,175795.48
2825,170191.58
2826,132919.48
2827,132758.98
2828,269980.03
2829,192484.67
2830,234952.38
2831,170936.0
2832,281834.0
2833,258651.95
2834,217774.77
2835,223435.52
2836,189574.45
2837,144785.55
2838,155150.56
2839,188870.97
2840,186533.03
2841,202214.05
2842,218989.7
2843,152147.81
2844,169545.14
2845,126511.055
2846,204597.11
2847,199996.97
2848,205816.34
2849,211944.64
2850,253836.73
2851,229401.69
2852,212980.73
2853,232370.03
2854,141035.1
2855,186671.36
2856,207252.08
2857,187949.2
2858,192136.17
2859,125968.86
2860,128903.11
2861,134299.34
2862,189714.97
2863,125409.91
2864,255938.5
2865,147844.47
2866,157190.33
2867,98483.47
2868,88491.89
2869,92960.68
2870,139135.52
2871,89108.97
2872,56219.492
2873,107578.125
2874,128658.875
2875,99402.664
2876,149960.52
2877,139243.23
2878,145263.36
2879,137448.55
2880,101332.55
2881,174928.05
2882,167864.11
2883,170686.52
2884,177735.4
2885,197626.8
2886,239454.64
2887,96832.734
2888,130485.72
2889,74565.18
2890,86830.92
2891,141328.73
2892,75885.12
2893,99780.59
2894,76810.43
2895,319630.28
2896,263246.75
2897,189910.23
2898,152881.88
2899,201890.0
2900,151325.7
2901,213858.02
2902,186363.61
2903,355734.66
2904,340980.9
2905,153757.36
2906,173008.17
2907,118524.47
2908,131941.17
2909,145385.92
2910,78147.78
2911,79169.39
2912,164575.83
2913,74730.625
2914,81565.016
2915,89097.09
2916,75535.82
2917,155541.52
2918,145037.64
2919,208580.48
